tx ty tz rx ry rz trx try trz dx dy dz Tr Tp Ty
33.77354703270379 -33.77354703270373 33.77354703270382 -116.56505117707802 -41.8103148957786 -116.56505117707796 3.214096e-14 -1.998401e-15 -4.041212e-14 -33.77354703270375 33.77354703270373 -33.77354703270386 0.0 0.0 2.8647889759193644e-16
34.33599937126138 -34.32613268169757 33.516200411942066 -116.51240460045729 -41.8985118014818 -116.78680863853197 0.003879738 -0.1849906 0.8085136 -34.33211963326138 34.14114208169757 -32.70768681194207 -0.1256072359977639 0.038829330848598784 -0.16465180629487078
34.91808943169141 -34.87323236455134 33.24979871347739 -116.51124825704083 -41.947172579064045 -116.9609274069406 0.007192398 -0.3682362 1.630418 -34.91089703369141 34.50499616455134 -31.61938071347739 -0.18329262776325642 0.08851508070475614 -0.32043572133464066
35.43280892866369 -35.41694832343845 33.025538719743594 -116.44831763483273 -41.913658143665906 -117.02163969476918 0.02045472 -0.5523196 2.389887 -35.41235420866369 34.86462872343845 -30.635651719743592 -0.175691307809773 0.13372187654729348 -0.3969714797645172
35.98031107376971 -35.946304255101666 32.76489780020816 -116.54409479050729 -41.91470861442242 -117.09314537999627 0.02958663 -0.734327 3.173915 -35.950724443769715 35.211977255101665 -29.59098280020816 -0.17207514783663358 0.15863853858507812 -0.509928059225339
36.47648882614632 -36.44841945099003 32.51852157397309 -116.6673448738744 -41.909839964584016 -117.07461323524102 0.03335121 -0.9183096 3.898587 -36.44313761614632 35.53010985099003 -28.61993457397309 -0.17586969071690906 0.2052028865898942 -0.5192676062260421
37.003260075481336 -36.92350952269726 32.26006599564971 -116.7044507661938 -42.010159194228535 -117.04992939398934 0.03816708 -1.102394 4.630767 -36.965092995481335 35.82111552269726 -27.629298995649712 -0.2515595436653917 0.2493955452831969 -0.5364928872057213
37.49435023772193 -37.39283363262959 32.037929024845795 -116.58541120537815 -42.17871272239049 -117.15935882922847 0.05059318 -1.285097 5.321596 -37.44375705772193 36.10773663262959 -26.716333024845795 -0.4166254343196506 0.30586615849695875 -0.576584182249215
37.95004407059852 -37.836488108359106 31.81562067884255 -116.52827128843971 -42.4166549797385 -117.1589352780116 0.05170819 -1.470593 5.969282 -37.89833588059852 36.365895108359105 -25.84633867884255 -0.6548477232726145 0.39949222660887446 -0.5693389155993425
38.35513484010485 -38.28817892313418 31.603819119074387 -116.58636829361882 -42.55012940600257 -117.13904425993691 0.06247458 -1.655746 6.584575 -38.29266026010485 36.63243292313418 -25.019244119074386 -0.8700489946612311 0.4816860669291965 -0.5251087213850464
38.786213286950755 -38.690437273432536 31.402988163042437 -116.59874434041787 -42.708698159685056 -117.05918529609957 0.07747077 -1.839855 7.17943 -38.70874251695076 36.850582273432536 -24.223558163042437 -1.0177753209385418 0.5519388872583558 -0.47881423343879714
