tx ty tz gx gy gz dx dy dz
-0.013472949702700104 -0.01999438528932786 0.7548828399525114 1.110223e-16 0.0 2.220446e-16 0.013472949702700215 0.01999438528932786 -0.7548828399525112
-0.03770179564915131 -0.040985841998309236 1.4910742231495915 0.0034997229999999997 -0.009789328 0.5653511 0.04120151864915131 0.031196513998309236 -0.9257231231495915
-0.05900818120567941 -0.05848229901158688 2.221515636581242 0.0011739539999999998 -0.02241474 1.127607 0.06018213520567941 0.03606755901158688 -1.093908636581242
-0.07233333570293116 -0.07361584489890177 2.947386664087049 -0.007831705 -0.04141091 1.689225 0.06450163070293116 0.03220493489890177 -1.2581616640870492
-0.08333918961899862 -0.08845367097998397 3.654087430396933 -0.01508128 -0.0592272 2.251296 0.06825790961899862 0.029226470979983966 -1.4027914303969329
-0.06498987508260524 -0.10986670064289474 4.350201460108581 -0.02040073 -0.07423248 2.816072 0.044589145082605246 0.03563422064289473 -1.5341294601085806
-0.06757241638808155 -0.12239446658683026 5.030848222395497 -0.02969353 -0.09078265 3.390281 0.037878886388081554 0.03161181658683025 -1.6405672223954975
-0.05061689618601453 -0.13487185101055582 5.6922558574518245 -0.04152744 -0.10985439999999999 3.969489 0.009089456186014533 0.02501745101055583 -1.7227668574518247
-0.04325268024888518 -0.14532492953163478 6.336009487878287 -0.05593704 -0.1348021 4.556204 -0.012684359751114822 0.010522829531634775 -1.7798054878782867
-0.04552407086548375 -0.16010367133875017 6.945552346062271 -0.07008098 -0.15755139999999998 5.150462999999999 -0.024556909134516254 0.0025522713387501894 -1.7950893460622712
-0.047623957281958944 -0.17214560312427826 7.52854104578261 -0.08798198 -0.1803479 5.751285 -0.04035802271804106 -0.008202296875721743 -1.77725604578261
-0.036383825145031225 -0.18200776402125632 8.089485116842022 -0.10547129999999999 -0.1996581 6.363942 -0.06908747485496877 -0.017650335978743686 -1.7255431168420223
-0.027259894391678467 -0.189674895098062 8.619204637513139 -0.1238576 -0.21878440000000002 6.9896270000000005 -0.09659770560832154 -0.029109504901938005 -1.6295776375131386
-0.01854416534213256 -0.1943849813906346 9.125714090628227 -0.1444743 -0.2366165 7.637602 -0.12593013465786745 -0.042231518609365415 -1.4881120906282268
-0.015351209737432467 -0.20286183877649705 9.596209573275159 -0.1645124 -0.25426350000000003 8.302111 -0.14916119026256752 -0.05140166122350298 -1.2940985732751589
-0.009316876150964225 -0.21324946112349774 10.038363647694066 -0.18447550000000001 -0.27380440000000006 8.978383000000001 -0.1751586238490358 -0.06055493887650232 -1.059980647694065
-0.00715318192069077 -0.2251474985770639 10.453587854084052 -0.20771910000000002 -0.2924369 9.661916999999999 -0.20056591807930924 -0.0672894014229361 -0.7916708540840531
-0.004188603473379416 -0.23570115184328924 10.839349388325271 -0.23299920000000002 -0.3035717 10.35368 -0.2288105965266206 -0.06787054815671076 -0.4856693883252703
-0.009749108864891188 -0.2443706774851475 11.187922329042044 -0.253794 -0.3091782 11.06423 -0.24404489113510883 -0.0648075225148525 -0.12369232904204353
0.0034902204067997888 -0.25032521646963957 11.507696018244507 -0.27012800000000003 -0.3152238 11.79839 -0.27361822040679984 -0.06489858353036043 0.2906939817554921
0.013287836362445996 -0.25403963201791296 11.79606606800997 -0.28211620000000004 -0.3207015 12.5587 -0.29540403636244605 -0.06666186798208701 0.7626339319900293
0.026432637395643402 -0.26112679417560797 12.055541803613272 -0.29621220000000004 -0.3252216 13.3352 -0.3226448373956434 -0.06409480582439203 1.2796581963867286
0.035693307382963696 -0.2681900661193263 12.287191040927391 -0.3128296 -0.3292075 14.12399 -0.34852290738296365 -0.06101743388067371 1.836798959072608
0.03341329518892212 -0.27333973982140514 12.490236389530516 -0.3270868 -0.3300205 14.927629999999999 -0.3605000951889221 -0.05668076017859486 2.437393610469483
0.03764075317951884 -0.2787880095302504 12.670782320654983 -0.3451203 -0.32986 15.748820000000002 -0.3827610531795188 -0.051071990469749584 3.0780376793450195
0.04222186718139727 -0.28544975323342414 12.839154197087895 -0.3585571 -0.3310784 16.58175 -0.40077896718139727 -0.04562864676657585 3.7425958029121045
0.044938818856954825 -0.2968910704776709 12.99979639205939 -0.3661096 -0.3374209 17.4281 -0.4110484188569548 -0.04052982952232914 4.428303607940611
0.050859476897704405 -0.3054411886912594 13.149678885440157 -0.3686442 -0.3506532 18.28806 -0.4195036768977044 -0.045212011308740585 5.138381114559845
0.058009975965124874 -0.3119459990521456 13.291839280084659 -0.3812873 -0.3643232 19.16967 -0.43929727596512486 -0.05237720094785442 5.877830719915341
0.06707816048722519 -0.3180441106739387 13.429115301845854 -0.3931436 -0.383628 20.0706 -0.4602217604872252 -0.06558388932606135 6.641484698154144
0.07276884441388184 -0.32440657832941816 13.555064317285249 -0.40655749999999996 -0.40788090000000005 20.99062 -0.4793263444138818 -0.08347432167058189 7.435555682714751
0.07851571925293799 -0.3317469827069699 13.676034545047044 -0.419658 -0.43506579999999995 21.924889999999998 -0.49817371925293796 -0.10331881729303005 8.248855454952954
0.08365400265530305 -0.3390357667501459 13.795296382327923 -0.43756059999999997 -0.463143 22.87774 -0.5212146026553031 -0.12410723324985412 9.082443617672077
0.09026391069315806 -0.34533212250259854 13.911871498390763 -0.45073149999999995 -0.49137970000000003 23.84921 -0.540995410693158 -0.1460475774974015 9.937338501609236
0.09463309149681925 -0.352205328807763 14.02427683588815 -0.46863999999999995 -0.5208191 24.82497 -0.5632730914968191 -0.16861377119223697 10.80069316411185
0.09845779029071162 -0.3590261238161989 14.13803423996369 -0.4870736 -0.5504866 25.80752 -0.5855313902907117 -0.19146047618380113 11.669485760036311
0.09346958704055437 -0.36606280123450474 14.24720745352229 -0.5055765 -0.5806979 26.794890000000002 -0.5990460870405544 -0.21463509876549525 12.547682546477713
0.08399850688230243 -0.37346595584592307 14.348914742677565 -0.5258752 -0.6123111 27.7959 -0.6098737068823024 -0.23884514415407693 13.446985257322435
0.07330467492804828 -0.3820790380737637 14.455088641294964 -0.5464848000000001 -0.6430975999999999 28.8031 -0.6197894749280484 -0.26101856192623624 14.348011358705037
0.06860434199324242 -0.3910407201555234 14.558235068638023 -0.5679163 -0.673845 29.8173 -0.6365206419932424 -0.28280427984447665 15.259064931361976
0.06305095436411344 -0.39973423262061036 14.665653011705752 -0.5884758000000001 -0.7048065 30.8382 -0.6515267543641136 -0.30507226737938964 16.17254698829425
0.05850151674902636 -0.4052416870101718 14.782845419296814 -0.6113853 -0.7344816999999999 31.866629999999997 -0.6698868167490264 -0.3292400129898281 17.08378458070318
0.05047319086084984 -0.40950723324995664 14.906669902728977 -0.6341856 -0.765854 32.9025 -0.6846587908608499 -0.3563467667500434 17.995830097271025
0.032819307540922216 -0.415967790336887 15.019769306224555 -0.6562571 -0.7960953000000001 33.94945 -0.6890764075409223 -0.38012750966311304 18.929680693775445
0.013035404944249002 -0.42284719287777334 15.142265675526467 -0.6799668000000001 -0.8250696 35.00439 -0.6930022049442491 -0.4022224071222266 19.862124324473534
-0.012066843402916149 -0.42685386159132277 15.286986420647164 -0.7046294 -0.8521280000000001 36.06726 -0.6925625565970838 -0.42527413840867734 20.780273579352833
-0.04522356681024481 -0.4329425447230686 15.449621582532176 -0.7318157 -0.8792448 37.12992 -0.6865921331897551 -0.44630225527693146 21.680298417467824
-0.08361021232155297 -0.4395419290349572 15.632073420587345 -0.7509456 -0.8999454 38.20156 -0.667335387678447 -0.4604034709650428 22.569486579412654
-0.12806768462903328 -0.44569712030445496 15.831937318086025 -0.763742 -0.9173898000000001 39.276990000000005 -0.6356743153709667 -0.4716926796955452 23.445052681913978
-0.18605553054798052 -0.45238426140696264 16.044992032973184 -0.7861115 -0.9426008 40.35358 -0.6000559694520194 -0.4902165385930374 24.308587967026817
-0.250226158236377 -0.46126737711893373 16.261106566014135 -0.8119808000000001 -0.9707247999999999 41.43101 -0.561754641763623 -0.5094574228810662 25.169903433985866
-0.3249064773009495 -0.4700340069274678 16.49258317558084 -0.8405589 -0.9983506999999999 42.50646 -0.5156524226990504 -0.5283166930725322 26.013876824419157
-0.41467406098673765 -0.4785412905125267 16.733335342101135 -0.8709114 -1.026979 43.580490000000005 -0.45623733901326236 -0.5484377094874734 26.84715465789887
-0.5176876614173237 -0.4837963418587034 16.98911016796084 -0.9059963 -1.04797 44.64539 -0.3883086385826763 -0.5641736581412966 27.65627983203916
-0.6345259248622317 -0.49299593678630904 17.23583063956799 -0.9448054 -1.065232 45.70729 -0.3102794751377683 -0.5722360632136909 28.47145936043201
-0.7600191167443204 -0.5035160076169181 17.485442564801307 -0.9815091999999999 -1.088166 46.77981 -0.22149008325567943 -0.5846499923830819 29.29436743519869
-0.9060412390315913 -0.5120899291440588 17.744829164514087 -1.0156040000000002 -1.110851 47.8582 -0.10956276096840889 -0.5987610708559412 30.11337083548591
-1.07317793497055 -0.5155778907503992 18.017818226786037 -1.050114 -1.131381 48.93463 0.023063934970549926 -0.6158031092496008 30.91681177321396
-1.2635962692965157 -0.5183828045921408 18.291232088388803 -1.079496 -1.149441 50.01065 0.18410026929651568 -0.6310581954078591 31.719417911611195
-1.4691532938271208 -0.521242969744967 18.566163706246275 -1.1125049999999999 -1.1688370000000001 51.089220000000005 0.35664829382712093 -0.6475940302550331 32.523056293753726
-1.6962568694692368 -0.5193579055754984 18.84341162698822 -1.1428969999999998 -1.1849290000000001 52.15954 0.553359869469237 -0.6655710944245017 33.31612837301178
-1.9428706687850454 -0.5147479396533482 19.11276699677381 -1.177502 -1.200275 53.23263000000001 0.7653686687850454 -0.6855270603466518 34.1198630032262
-2.212248554653176 -0.5074243794245347 19.381372799441962 -1.210486 -1.22123 54.30647 1.001762554653176 -0.7138056205754654 34.925097200558035
-2.5098331066713047 -0.49528877096061596 19.649995469099498 -1.24879 -1.24431 55.37246 1.2610431066713046 -0.7490212290393841 35.722464530900496
-2.835536439101977 -0.4829173774937159 19.91438340063189 -1.2822280000000001 -1.272192 56.443780000000004 1.5533084391019767 -0.7892746225062841 36.52939659936811
-3.1880546423583 -0.4723104470009117 20.176609617462017 -1.319412 -1.300079 57.51446 1.8686426423583 -0.8277685529990884 37.33785038253798
-3.5677411847116822 -0.4570687412264098 20.431962960150326 -1.3521809999999999 -1.3226879999999999 58.60061999999999 2.2155601847116824 -0.86561925877359 38.16865703984966
-3.974593783047812 -0.4417328427343347 20.677287264497803 -1.387176 -1.339024 59.6858 2.587417783047812 -0.8972911572656652 39.008512735502194
-4.410493598211011 -0.4241052379377567 20.902856297726203 -1.418009 -1.354327 60.76851 2.992484598211011 -0.9302217620622434 39.8656537022738
-4.871349952446065 -0.4051725629300237 21.105090933155164 -1.444555 -1.364859 61.84743 3.4267949524460644 -0.9596864370699764 40.742339066844835
-5.357309131475073 -0.38661828998349324 21.29412330274746 -1.469495 -1.377471 62.92513 3.887814131475073 -0.9908527100165067 41.631006697252545
-5.865682184035567 -0.3699636192421547 21.461526188975974 -1.499917 -1.3958 64.00399 4.365765184035567 -1.0258363807578452 42.54246381102403
-6.397608314121069 -0.35158017991745055 21.5983406532167 -1.528092 -1.4152069999999999 65.08527 4.869516314121069 -1.0636268200825494 43.4869293467833
-6.957965012099983 -0.32843923349721105 21.707412356776008 -1.558768 -1.436238 66.16971 5.399197012099983 -1.1077987665027889 44.46229764322399
-7.542738838183953 -0.30814457575732007 21.794683173991753 -1.593317 -1.460636 67.26138 5.949421838183953 -1.15249142424268 45.466696826008246
-8.148078160856874 -0.2914473566109976 21.863482016933823 -1.6235110000000001 -1.483749 68.34968 6.524567160856874 -1.1923016433890024 46.486197983066184
-8.774189820853733 -0.28101148597345693 21.906484021417267 -1.649241 -1.501927 69.43491999999999 7.124948820853733 -1.220915514026543 47.52843597858272
-9.409616280487485 -0.2663731964123627 21.91770691124633 -1.6731619999999998 -1.522851 70.52233000000001 7.736454280487486 -1.2564778035876372 48.604623088753684
-10.061299231805028 -0.24090635903297647 21.91114221453675 -1.69757 -1.5422870000000002 71.60597 8.363729231805028 -1.3013806409670237 49.69482778546325
-10.738606880775267 -0.21072534301159795 21.8815569137474 -1.724041 -1.56643 72.68959 9.014565880775267 -1.3557046569884021 50.80803308625259
-11.439304500585962 -0.18010187817861534 21.842622274544116 -1.754602 -1.593458 73.76890999999999 9.684702500585962 -1.4133561218213848 51.92628772545588
-12.164806587412773 -0.14962030859172448 21.802211444650723 -1.784427 -1.618953 74.84293000000001 10.380379587412772 -1.4693326914082756 53.04071855534929
-12.904861344038949 -0.12429550900455359 21.75602624784679 -1.818016 -1.644073 75.91173 11.086845344038949 -1.5197774909954462 54.155703752153215
-13.6634520014819 -0.10102799931503095 21.711105127983743 -1.852271 -1.670698 76.98007 11.8111810014819 -1.569670000684969 55.268964872016255
-14.444461739905574 -0.07124620681113733 21.67787046870942 -1.892754 -1.7020970000000002 78.04464 12.551707739905574 -1.630850793188863 56.366769531290586
-15.250071915246245 -0.03762743824951439 21.657665030060873 -1.9316939999999998 -1.731655 79.11497 13.318377915246245 -1.6940275617504856 57.45730496993913
-16.094260056498644 -0.016710151776294906 21.641196527290653 -1.971601 -1.759353 80.18037 14.122659056498645 -1.742642848223705 58.539173472709344
-16.94243821261199 -0.0069826078733947 21.605287806870066 -2.009246 -1.7800330000000002 81.241 14.933192212611988 -1.7730503921266054 59.63571219312993
-17.80437318220184 0.010143762267873736 21.581758031296985 -2.046091 -1.79845 82.29562 15.758282182201839 -1.8085937622678738 60.713861968703014
-18.673403909397262 0.025024031676549274 21.55103958947035 -2.0821959999999997 -1.8191540000000002 83.3426 16.591207909397262 -1.8441780316765495 61.791560410529655
-19.561959186497262 0.04523332099417679 21.509820424079834 -2.118145 -1.83635 84.38146 17.443814186497264 -1.8815833209941768 62.87163957592017
-20.48550011596704 0.0808759409458874 21.464696548797505 -2.152257 -1.8547349999999998 85.40635999999999 18.33324311596704 -1.9356109409458873 63.94166345120249
-21.421259776370295 0.11733833527456261 21.410708492066615 -2.1872130000000003 -1.8712380000000002 86.41716 19.234046776370295 -1.988576335274563 65.00645150793338
-22.38249929349754 0.1629972111283223 21.35357424955268 -2.2249209999999997 -1.889129 87.4107 20.15757829349754 -2.0521262111283223 66.05712575044733
-23.379104283053962 0.21782243821418484 21.296832482742886 -2.262425 -1.90777 88.38264000000001 21.116679283053962 -2.1255924382141846 67.08580751725712
-24.398437519825713 0.2718133179788811 21.24002709354519 -2.303693 -1.929486 89.33530999999999 22.094744519825714 -2.201299317978881 68.0952829064548
-25.417924699129543 0.3186393856125212 21.186315681659398 -2.3447720000000003 -1.950966 90.26556 23.073152699129544 -2.2696053856125213 69.0792443183406
-26.436589275747306 0.3620384642602096 21.132914069296447 -2.390135 -1.972736 91.17071999999999 24.046454275747305 -2.3347744642602097 70.03780593070354
-27.453960169453847 0.4027521627761374 21.075856089933456 -2.434745 -1.9936369999999999 92.05518000000001 25.019215169453847 -2.396389162776137 70.97932391006655
-28.466182071229735 0.4418126026447498 21.0146094691909 -2.486719 -2.021957 92.91577 25.979463071229734 -2.4637696026447498 71.9011605308091
-29.478577371507445 0.48292357666689883 20.94858208482694 -2.538278 -2.044394 93.75397 26.940299371507443 -2.5273175766668987 72.80538791517306
-30.500638832025263 0.5270355889403084 20.878397710955173 -2.594376 -2.066115 94.56706 27.906262832025263 -2.5931505889403086 73.68866228904483
-31.51190205446099 0.5762191459044355 20.805819259392567 -2.649588 -2.083333 95.35206 28.862314054460988 -2.659552145904436 74.54624074060743
-32.55405247200519 0.6275048551273851 20.717067115596734 -2.7098240000000002 -2.104835 96.1106 29.844228472005188 -2.732339855127385 75.39353288440327
