tx ty tz rx ry rz trx try trz dx dy dz Tr Tp Ty
0.0 0.0 0.0 8.9354537467929e-15 0.0 -6.853142884494088e-15 3.214096e-14 -1.998401e-15 -4.041212e-14 3.214096e-14 -1.998401e-15 -4.041212e-14 0.0 0.0 2.8647889759193644e-16
0.0030196313601891234 -0.021335334605282696 0.829135996784629 -0.09347181777703026 0.004885759878751535 -0.18661947799819809 0.003879738 -0.1849906 0.8085136 0.0008601066398108768 -0.1636552653947173 -0.02062239678462896 -0.1256072359977639 0.038829330848598784 -0.16465180629487078
-0.012720307241551154 -0.05137336839615614 1.6705435895919436 -0.13535634613159503 0.02604153846396897 -0.35990920496048256 0.007192398 -0.3682362 1.630418 0.019912705241551153 -0.3168628316038439 -0.04012558959194368 -0.18329262776325642 0.08851508070475614 -0.32043572133464066
0.018315453691371886 -0.06709762307536948 2.4513414370912017 -0.12645344752221532 -0.030034593201124265 -0.3787118963625895 0.02045472 -0.5523196 2.389887 0.0021392663086281134 -0.48522197692463054 -0.0614544370912018 -0.175691307809773 0.13372187654729348 -0.3969714797645172
0.003814767645565098 -0.08470749038920644 3.2559466899303686 -0.095023007496589 0.03294710424789282 -0.5139506435931448 0.02958663 -0.734327 3.173915 0.0257718623544349 -0.6496195096107935 -0.08203168993036858 -0.17207514783663358 0.15863853858507812 -0.509928059225339
-0.0008595629413719053 -0.08949683759072968 4.003588642696712 -0.05126311056860894 0.10955235887258519 -0.5763790861461795 0.03335121 -0.9183096 3.898587 0.034210772941371904 -0.8288127624092703 -0.10500164269671242 -0.17586969071690906 0.2052028865898942 -0.5192676062260421
-0.04088905401556531 -0.11641433244298582 4.757028022900869 -0.12736368921583044 0.17768085824649943 -0.5766281091352582 0.03816708 -1.102394 4.630767 0.0790561340155653 -0.9859796675570143 -0.12626102290086916 -0.2515595436653917 0.2493955452831969 -0.5364928872057213
-0.04830051284520209 -0.14495653014287768 5.471107790601707 -0.3143044633013684 0.1738608060675758 -0.6071363710166359 0.05059318 -1.285097 5.321596 0.0988936928452021 -1.1401404698571223 -0.14951179060170627 -0.4166254343196506 0.30586615849695875 -0.576584182249215
-0.06210210910751357 -0.15553973691049805 6.144609591293005 -0.5425041052971493 0.24110071501417119 -0.5690451248325255 0.05170819 -1.470593 5.969282 0.11381029910751357 -1.315053263089502 -0.17532759129300501 -0.6548477232726145 0.39949222660887446 -0.5693389155993425
-0.04682326109087853 -0.13401834562716886 6.786704919832431 -0.6410439985416477 0.3374284475620312 -0.5885638435643309 0.06247458 -1.655746 6.584575 0.10929784109087853 -1.521727654372831 -0.2021299198324309 -0.8700489946612311 0.4816860669291965 -0.5251087213850464
-0.06471164272338115 -0.15283306582242062 7.409038827575728 -0.7789612898195717 0.4150890186790749 -0.518144775767007 0.07747077 -1.839855 7.17943 0.14218241272338114 -1.6870219341775794 -0.22960882757572776 -1.0177753209385418 0.5519388872583558 -0.47881423343879714
-0.07130719924901996 -0.16598325124382995 8.021086451710516 -0.7709750378460396 0.4773883331875786 -0.5331517008954034 0.09159598 -2.023392 7.763325 0.16290317924901995 -1.85740874875617 -0.25776145171051645 -1.0340407743534064 0.6395069084846489 -0.5026214282710838
-0.07184482836959205 -0.1696846474322058 8.583235649352929 -0.6086808478060646 0.5431695254988431 -0.5749681060816816 0.07806213 -2.20695 8.294502 0.14990695836959206 -2.037265352567794 -0.28873364935292933 -0.9183076281965973 0.7255344062489216 -0.5697241829466261
-0.06829489731143212 -0.1810758834336923 9.095999117912697 -0.4628379356803103 0.5989182192027446 -0.5632971966636716 0.05269462 -2.394913 8.771047 0.12098951731143212 -2.2138371165663076 -0.32495211791269796 -0.7345356036069967 0.7971089839516282 -0.5663546083466807
-0.004959974933115063 -0.1830985447410569 9.576658078353063 -0.3710015016942442 0.6023517634233209 -0.4876531531824074 0.04539942 -2.579811 9.219163 0.050359394933115066 -2.396712455258943 -0.3574950783530628 -0.6625806900560595 0.9032635079216533 -0.49128846535541326
-0.006347445760297887 -0.19102204940006118 10.044173213878054 -0.23420030381641035 0.7013786821723889 -0.2572559423564573 0.03629999 -2.767953 9.647129 0.042647435760297885 -2.5769309505999387 -0.3970442138780541 -0.5371658343602707 1.0210292007929311 -0.28064642067101053
0.0012709913328308176 -0.20342963709896367 10.48510444519627 -0.1869222013495772 0.8348287034778001 -0.17609127629619106 0.04725479 -2.953575 10.0472 0.04598379866716918 -2.750145362901036 -0.4379044451962706 -0.4593093777205944 1.1336493300966992 -0.14498340445351232
-0.035445957482892254 -0.21528524651336056 10.915072234540844 -0.06541212293857111 1.0057043469413025 -0.4461781814855604 0.04201541 -3.142551 10.4353 0.07746136748289226 -2.9272657534866395 -0.47977223454084417 -0.37652568603786324 1.2677294812502629 -0.39056323760762973
-0.04451823845704439 -0.2196068291571578 11.287819902734753 -0.01588837638578357 1.1806891995861593 -0.7015682268915368 0.03769119 -3.333269 10.75569 0.08220942845704439 -3.1136621708428422 -0.5321299027347539 -0.34021328383960947 1.4472897988667683 -0.6562589700176625
-0.03816782992913659 -0.20737215788579988 11.636417267437707 -0.006734951449518413 1.3536303032474364 -0.7357391279304265 0.0317648 -3.523226 11.04825 0.0699326299291366 -3.3158538421142003 -0.5881672674377079 -0.3951700196389541 1.6460111158712478 -0.709045244796202
-0.02438887024825931 -0.21504295451205735 11.967787137139254 -0.04323557591261667 1.5301985012154709 -0.505042499888744 0.05072266 -3.706655 11.32402 0.07511153024825931 -3.4916120454879427 -0.6437671371392533 -0.42930754471601723 1.8301285223622636 -0.4765323439356774
-0.009401283924290738 -0.21585813194045045 12.275777165083639 -0.03043330157881272 1.6724309338599885 -0.22309538798678347 0.07039616 -3.888842 11.57202 0.07979744392429074 -3.6729838680595495 -0.7037571650836387 -0.3808251544105848 1.9776082104495287 -0.18052833976675978
0.002729539837844186 -0.2287675110916325 12.56456755300971 -0.10977566963500128 1.7792539767010305 -0.006045903346844424 0.095297 -4.071233 11.79524 0.09256746016215582 -3.842465488908368 -0.7693275530097097 -0.4655234971585606 2.1228976906844204 0.01868387763144467
0.007423999959513594 -0.234375078029899 12.785645479843936 -0.1728531873917569 1.949145285205004 -0.0012333301171066438 0.09028128 -4.268076 11.89602 0.08285728004048641 -4.033700921970101 -0.8896254798439358 -0.542118110830845 2.2768297131452977 0.03740700109134693
0.02774535124692079 -0.2500013976022899 13.004266293256336 -0.14277074309114623 2.0792209335863254 -0.0010539392119302432 0.09669037 -4.457474 12.008 0.0689450187530792 -4.2074726023977105 -0.9962662932563369 -0.47765503957297484 2.3937859199905387 -0.008004282219759878
0.06985956210243671 -0.24706758036398924 13.21071070630964 -0.011697799161206501 2.057467018482797 -0.04224184033596202 0.1064885 -4.644611 12.10436 0.03662893789756329 -4.397543419636011 -1.106350706309641 -0.38526272458296423 2.5238104074595475 -0.05256710744663506
0.07029299149834856 -0.25377301462333435 13.41888301081147 0.03337827219145108 2.2011840177838073 -0.16330655684478151 0.112343 -4.83371 12.19147 0.04205000850165144 -4.579936985376666 -1.2274130108114694 -0.3299643923049014 2.6725601979002263 -0.1765835746300172
0.06995897235677262 -0.2622433549256584 13.627253116751035 0.06866864103186163 2.2995236768184677 -0.31757228883692395 0.1244047 -5.021684 12.28097 0.05444572764322737 -4.759440645074341 -1.3462831167510352 -0.3178875911106343 2.772819825529565 -0.34446011474923166
0.09808312174811817 -0.288871103717554 13.823808379627764 0.07402422653797648 2.344647512170787 -0.2950260798884883 0.1056002 -5.220757 12.29323 0.007517078251881831 -4.931885896282446 -1.530578379627764 -0.24714655545650316 2.8462536625423827 -0.4375785669654511
0.09494888440872273 -0.2903709753536816 14.01821942456948 0.1797170932813335 2.4634220920397123 -0.24994247566291208 0.1073966 -5.410556 12.33543 0.012447715591277261 -5.120185024646318 -1.6827894245694797 -0.13697022785686772 2.9586056415618085 -0.3872585651816501
0.09658571016530004 -0.3016758078825319 14.209688970168116 0.25255703662196344 2.5332049595280743 -0.1389631368394694 0.1060557 -5.599752 12.36696 0.00946998983469996 -5.298076192117468 -1.8427289701681158 -0.041167687153312184 3.0432309232730916 -0.30929884559100956
0.10328990036066443 -0.3021294360305262 14.401795159846984 0.32845988392506953 2.602526029595893 -0.10338217559108269 0.1205438 -5.782798 12.42383 0.017253899639335574 -5.480668563969473 -1.977965159846983 0.02730929608208378 3.105407145332982 -0.2591297836576306
0.1129714628459908 -0.3100651462057158 14.593111911408926 0.391717735776698 2.6773721331984386 -0.13060224091535733 0.1175632 -5.973298 12.44527 0.004591737154009207 -5.663232853794284 -2.147841911408925 0.10299132089337235 3.190118531290033 -0.29625107827590275
0.12716354035939048 -0.31244400435980424 14.783333907460872 0.5079608745487625 2.726041722877005 -0.09610565218352898 0.1252757 -6.160582 12.48072 -0.0018878403593904913 -5.8481379956401955 -2.302613907460872 0.2236193937814704 3.264756421047404 -0.348381681233506
0.13104240531481537 -0.32413213889836356 14.973724746757085 0.6311118498930804 2.7725000030423206 -0.09826850732458352 0.1270332 -6.350324 12.5006 -0.004009205314815356 -6.026191861101636 -2.473124746757085 0.3519724853648582 3.310433706958013 -0.34885216513203604
0.13879839673222705 -0.33150973845530984 15.163859982527498 0.7572329506183074 2.829038805462524 -0.03255747552448974 0.1425398 -6.534828 12.54514 0.003741403267772947 -6.20331826154469 -2.618719982527498 0.4858911691206509 3.351112051102738 -0.2968772445142086
0.13123480236674823 -0.33707154641558645 15.353968260457435 0.8569114026101091 2.8424883326803374 0.037221519709852845 0.1569458 -6.719215 12.59012 0.02571099763325177 -6.382143453584414 -2.7638482604574346 0.60329901930404 3.3289675505834633 -0.23887090680688638
0.1287661789441472 -0.3447902456969132 15.542699315749587 0.9178523662839053 2.764594456072729 0.05612909043967482 0.1601825 -6.90392 12.6296 0.03141632105585279 -6.559129754303087 -2.9130993157495872 0.6779061636426604 3.2104967629207004 -0.2072866155725606
0.12646381140896779 -0.34785776560082127 15.732444912439917 0.9726203206247259 2.5903076767512467 0.054847497487060415 0.1504195 -7.091533 12.65651 0.023955688591032226 -6.743675234399179 -3.075934912439916 0.7348269399679136 3.0380721159050985 -0.21565739135190587
0.12056487344113975 -0.3503228396282907 15.921977789161957 1.0645098314824621 2.358006352955017 0.004762723685356154 0.1515087 -7.275414 12.70288 0.030943826558860243 -6.925091160371709 -3.2190977891619568 0.8007788934240003 2.8069622044114895 -0.2517321745872543
0.12940571654334576 -0.3563573184480049 16.111191915661294 1.105134804571055 2.034238681573597 0.013422479760143125 0.155181 -7.457603 12.75494 0.025775283456654252 -7.101245681551995 -3.3562519156612947 0.8675846729556315 2.482117662154957 -0.2724455358138948
0.11038504964247409 -0.36444000170214963 16.299275379317237 1.148953159923843 1.6853262503633804 5.6100935553620266e-05 0.1567734 -7.639654 12.80649 0.04638835035752592 -7.2752139982978505 -3.4927853793172368 0.9148772365870761 2.1007125319238784 -0.27209842703262427
0.11203968628845473 -0.3679065056775528 16.48560726322097 1.1929773925663492 1.2760272455794683 0.001963604114238314 0.146149 -7.82327 12.8366 0.03410931371154527 -7.455363494322447 -3.6490072632209696 0.9643308553007472 1.6866336494529088 -0.28405785598263406
0.09670496080957491 -0.3730288444290011 16.671427202867818 1.249412165011414 0.8369243416563402 0.009004810954536448 0.1313744 -8.006755 12.86669 0.03466943919042509 -7.633726155570999 -3.804737202867818 1.0263785288279974 1.2204364502540854 -0.3026297640793634
0.09569410101488529 -0.37495596083218174 16.861076244463334 1.320297815676889 0.2645812348903813 0.07457031049385508 0.1281229 -8.187426 12.9243 0.03242879898511472 -7.812470039167819 -3.936776244463333 1.1044485119014626 0.6465965473837004 -0.24964852172796032
0.10064130898052781 -0.3720417508219782 17.053106769811393 1.4308881949383059 -0.4825478665867175 0.13059433462412706 0.1181032 -8.368884 12.9866 0.017461891019472195 -7.996842249178021 -4.066506769811394 1.205108035028455 -0.09499844280573994 -0.18575738375528936
0.08009200197801647 -0.3747173113738427 17.25286619813241 1.543438577035585 -1.3968149335714473 0.14736861251536978 0.1134195 -8.547404 13.07848 0.03332749802198354 -8.172686688626158 -4.174386198132408 1.3234234053817522 -1.0035840688117077 -0.1606289099037026
0.05223733848688994 -0.3882094253892774 17.4513755646002 1.5886656739704839 -2.494867635373346 0.13644635469598226 0.07784537 -8.732867 13.14705 0.025608031513110058 -8.344657574610723 -4.304325564600198 1.3872243298457427 -2.1145234625944958 -0.2176886150962176
0.010772678206762976 -0.39249769704179016 17.66074307706282 1.5573414231097724 -3.7430903030445233 0.11205330436128946 0.04601114 -8.916116 13.25183 0.03523846179323702 -8.52361830295821 -4.408913077062818 1.3786517138171253 -3.3628216937257216 -0.2972956604144606
-0.0031237055664803393 -0.40780657622002536 17.877624278232588 1.4417726651430867 -5.157961695263262 0.13128585679690344 0.002378998 -9.098829 13.36218 0.0055027035664803395 -8.691022423779975 -4.515444278232588 1.318561902190879 -4.715357547802707 -0.36585261482294323
-0.08306588334022535 -0.396672598146381 18.105081368661075 1.3862955010448748 -6.615785692549302 0.15326262267939683 -0.03834925 -9.281445 13.51464 0.044716633340225354 -8.884772401853619 -4.590441368661075 1.245284772788085 -6.2506286976197805 -0.45197406912023813
-0.1396526600277639 -0.40216196869226906 18.342143590762618 1.2694535817735615 -8.324591794221439 0.10703727339331835 -0.1027432 -9.464301 13.66245 0.03690946002776388 -9.062139031307732 -4.679693590762618 1.1539789054398129 -7.9785942268459005 -0.5520446427422309
-0.22270411440831595 -0.40786902285674387 18.599386993388862 1.0805830663196943 -10.201020817720229 0.12960951956950253 -0.1784095 -9.647142 13.8467 0.04429461440831595 -9.239272977143257 -4.752686993388862 0.9776245692070284 -9.902820004904326 -0.5716431354461196
-0.3078912403986749 -0.4107657179445141 18.87158210500425 0.8673816529654287 -12.311786981674091 0.12583134302910878 -0.263549 -9.829144 14.04914 0.044342240398674904 -9.418378282055485 -4.822442105004251 0.783205687185348 -12.045657191334604 -0.6293054634415793
-0.4078070620224423 -0.42405695944091804 19.13557559672512 0.5582639301047164 -14.617924593172816 0.1471019218344504 -0.3773915 -10.00672 14.23718 0.030415562022442333 -9.582663040559082 -4.898395596725118 0.49937190274155047 -14.385538377665384 -0.67690445583603
-0.5168193722334422 -0.4315460822823525 19.427547495800923 0.2765005860671387 -17.16027924807694 0.08008856819725406 -0.4912886 -10.18528 14.46594 0.02553077223344219 -9.753733917717648 -4.961607495800923 0.3110086295793335 -16.85100535454424 -0.8740321765997601
-0.6796783993010536 -0.4427486303966077 19.711782753936404 0.0409189350854382 -19.600963729424574 -0.003862862352207472 -0.6372956 -10.36472 14.69815 0.0423827993010536 -9.921971369603392 -5.013632753936404 0.1495394728518688 -19.387715023329598 -1.0422084466203345
-0.8258634726493028 -0.44659772390124886 20.00395924202249 -0.25625199589539543 -22.231051328333862 0.04193023872493562 -0.8037392 -10.53985 14.9181 0.022124272649302834 -10.09325227609875 -5.085859242022488 -0.09460996472587428 -22.029652314990575 -1.1201610420782593
